"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverse_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"Desmopressin Acetate 0.004 MG/ML [DDAVP]","2000010929","mimiciv_drug_ndc","Drug","Prescription Drug",,"Desmopressin Acetate 4MCG/ML; 1ML AMP","1970-01-01","2099-12-31",,"19135598","Maps to","Mapped from","1970-01-01","2099-12-31",
"varenicline 1 MG Oral Tablet","2000010930","mimiciv_drug_ndc","Drug","Prescription Drug",,"Varenicline 1 mg Tab","1970-01-01","2099-12-31",,"780446","Maps to","Mapped from","1970-01-01","2099-12-31",
"exenatide Pen Injector [Byetta]","2000010931","mimiciv_drug_ndc","Drug","Prescription Drug",,"Byetta 10 mcg/0.04 mL per dose Sub-Q Pen Injector","1970-01-01","2099-12-31",,"46234122","Maps to","Mapped from","1970-01-01","2099-12-31",
"Propofol","2000010932","mimiciv_drug_ndc","Drug","Prescription Drug",,"Propofol Diprivan 200mg","1970-01-01","2099-12-31",,"753626","Maps to","Mapped from","1970-01-01","2099-12-31",
"coenzyme Q10 200 MG","2000010933","mimiciv_drug_ndc","Drug","Prescription Drug",,"coenzyme Q10  200mg 200mg","1970-01-01","2099-12-31",,"1351161","Maps to","Mapped from","1970-01-01","2099-12-31",
"Isotretinoin 20 MG Oral Capsule [Amnesteem]","2000010934","mimiciv_drug_ndc","Drug","Prescription Drug",,"Amnesteem 20 mg Capsule","1970-01-01","2099-12-31",,"19102588","Maps to","Mapped from","1970-01-01","2099-12-31",
"ranolazine","2000010935","mimiciv_drug_ndc","Drug","Prescription Drug",,"Ranolazine 250 mg Tablet","1970-01-01","2099-12-31",,"1337107","Maps to","Mapped from","1970-01-01","2099-12-31",
"candesartan cilexetil 4 MG","2000010936","mimiciv_drug_ndc","Drug","Prescription Drug",,"Candesartan Cilexetil 4mg Tab","1970-01-01","2099-12-31",,"19113470","Maps to","Mapped from","1970-01-01","2099-12-31",
"Octreotide","2000010937","mimiciv_drug_ndc","Drug","Prescription Drug",,"Octreotide Acetate ","1970-01-01","2099-12-31",,"1522957","Maps to","Mapped from","1970-01-01","2099-12-31",
"moxifloxacin 5 MG/ML [Vigamox]","2000010938","mimiciv_drug_ndc","Drug","Prescription Drug",,"Vigamox 0.5 % Eye Drops","1970-01-01","2099-12-31",,"19047817","Maps to","Mapped from","1970-01-01","2099-12-31",
"Calcium Gluconate 100 MG/ML","2000010939","mimiciv_drug_ndc","Drug","Prescription Drug",,"Calcium Gluconate 1g/10mL Vial","1970-01-01","2099-12-31",,"19037093","Maps to","Mapped from","1970-01-01","2099-12-31",
"Tenofovir disoproxil fumarate 300 MG Oral Tablet [Viread]","2000010940","mimiciv_drug_ndc","Drug","Prescription Drug",,"viread 300mg Tab","1970-01-01","2099-12-31",,"19098330","Maps to","Mapped from","1970-01-01","2099-12-31",
"WHEAT DEXTRIN 3000 MG [Benefiber]","2000010941","mimiciv_drug_ndc","Drug","Prescription Drug",,"Benefiber 3gm/dose","1970-01-01","2099-12-31",,"1592873","Maps to","Mapped from","1970-01-01","2099-12-31",
"Pramipexole dihydrochloride 0.125 MG Oral Tablet [Mirapex]","2000010942","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mirapex 0.125 mg Tab","1970-01-01","2099-12-31",,"40165162","Maps to","Mapped from","1970-01-01","2099-12-31",
"sitagliptin 100 MG [Januvia]","2000010943","mimiciv_drug_ndc","Drug","Prescription Drug",,"JANUVIA 100 mg","1970-01-01","2099-12-31",,"19125042","Maps to","Mapped from","1970-01-01","2099-12-31",
"Niacin 1000 MG [Niaspan]","2000010944","mimiciv_drug_ndc","Drug","Prescription Drug",,"Niaspan 1000 MG","1970-01-01","2099-12-31",,"19029132","Maps to","Mapped from","1970-01-01","2099-12-31",
"Orphenadrine Citrate 100 MG [Norflex]","2000010945","mimiciv_drug_ndc","Drug","Prescription Drug",,"Norflex 100mg","1970-01-01","2099-12-31",,"40222972","Maps to","Mapped from","1970-01-01","2099-12-31",
"Pimecrolimus Topical Cream","2000010946","mimiciv_drug_ndc","Drug","Prescription Drug",,"Pimecrolimus 1 % Topical Cream","1970-01-01","2099-12-31",,"40119606","Maps to","Mapped from","1970-01-01","2099-12-31",
"Vancomycin 250 MG Oral Capsule [Vancocin]","2000010947","mimiciv_drug_ndc","Drug","Prescription Drug",,"Vancocin 250 mg Cap","1970-01-01","2099-12-31",,"19025859","Maps to","Mapped from","1970-01-01","2099-12-31",
"cyclosporine, modified 25 MG","2000010948","mimiciv_drug_ndc","Drug","Prescription Drug",,"CycloSPORINE Modified (Eon Labs) 25mg","1970-01-01","2099-12-31",,"19010558","Maps to","Mapped from","1970-01-01","2099-12-31",
"sitagliptin 100 MG [Januvia]","2000010949","mimiciv_drug_ndc","Drug","Prescription Drug",,"Januvia 100 mg","1970-01-01","2099-12-31",,"19125042","Maps to","Mapped from","1970-01-01","2099-12-31",
"Diltiazem Hydrochloride 300 MG [Cartia]","2000010950","mimiciv_drug_ndc","Drug","Prescription Drug",,"Cartia XT 300mg","1970-01-01","2099-12-31",,"19133656","Maps to","Mapped from","1970-01-01","2099-12-31",
"rivastigmine 0.396 MG/HR [Exelon]","2000010951","mimiciv_drug_ndc","Drug","Prescription Drug",,"Exelon 9.5mg/24 hr","1970-01-01","2099-12-31",,"19127050","Maps to","Mapped from","1970-01-01","2099-12-31",
"Quinacrine 100 MG","2000010952","mimiciv_drug_ndc","Drug","Prescription Drug",,"Quinacrine (Bulk) 100mg","1970-01-01","2099-12-31",,"19084558","Maps to","Mapped from","1970-01-01","2099-12-31",
"levothyroxine","2000010953","mimiciv_drug_ndc","Drug","Prescription Drug",,"Levothyroxine 37.5 mcg","1970-01-01","2099-12-31",,"1501700","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eszopiclone 3 MG [Lunesta]","2000010954","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lunesta 3mg","1970-01-01","2099-12-31",,"19113343","Maps to","Mapped from","1970-01-01","2099-12-31",
"Octreotide","2000010955","mimiciv_drug_ndc","Drug","Prescription Drug",,"Octreotide Acetate 100mcg/mL-1mL","1970-01-01","2099-12-31",,"1522957","Maps to","Mapped from","1970-01-01","2099-12-31",
"Budesonide 0.032 MG/ACTUAT Nasal Spray [Rhinocort]","2000010956","mimiciv_drug_ndc","Drug","Prescription Drug",,"Rhinocort Aqua 32 mcg/Actuation Nasal Spray","1970-01-01","2099-12-31",,"19029347","Maps to","Mapped from","1970-01-01","2099-12-31",
"{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1.5/30 28 Day]","2000010957","mimiciv_drug_ndc","Drug","Prescription Drug",,"Junel FE 1.5/30 (28) 1.5 mg-30 mcg Tab","1970-01-01","2099-12-31",,"42902213","Maps to","Mapped from","1970-01-01","2099-12-31",
"Dutasteride 0.5 MG [Avodart]","2000010958","mimiciv_drug_ndc","Drug","Prescription Drug",,"Avodart 0.5 MG","1970-01-01","2099-12-31",,"19031909","Maps to","Mapped from","1970-01-01","2099-12-31",
"Pramipexole dihydrochloride 1.5 MG Oral Tablet [Mirapex]","2000010959","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mirapex 1.5 mg Tab","1970-01-01","2099-12-31",,"40165182","Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Atripla]","2000010960","mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 600/200/300","1970-01-01","2099-12-31",,"19124373","Maps to","Mapped from","1970-01-01","2099-12-31",
"meropenem 1000 MG","2000010961","mimiciv_drug_ndc","Drug","Prescription Drug",,"Meropenem 1000mg Vial","1970-01-01","2099-12-31",,"35606005","Maps to","Mapped from","1970-01-01","2099-12-31",
"Amoxapine 25 MG","2000010962","mimiciv_drug_ndc","Drug","Prescription Drug",,"Amoxapine 25mg","1970-01-01","2099-12-31",,"713140","Maps to","Mapped from","1970-01-01","2099-12-31",
"defibrotide sodium 80 MG/ML","2000010963","mimiciv_drug_ndc","Drug","Prescription Drug",,"Defibrotide (*IND*) 80 mg / mL - 2.5 mL Amp","1970-01-01","2099-12-31",,"35603974","Maps to","Mapped from","1970-01-01","2099-12-31",
"Teriparatide","2000010964","mimiciv_drug_ndc","Drug","Prescription Drug",,"Teriparatide 20 mcg","1970-01-01","2099-12-31",,"1521987","Maps to","Mapped from","1970-01-01","2099-12-31",
"Aluminum Hydroxide / Magnesium Hydroxide Oral Suspension [Maalox]","2000010965","mimiciv_drug_ndc","Drug","Prescription Drug",,"Maalox aluminum hydrox/mag hydrox/simethicone","1970-01-01","2099-12-31",,"40007806","Maps to","Mapped from","1970-01-01","2099-12-31",
"Insulin Lispro Cartridge [Humalog]","2000010966","mimiciv_drug_ndc","Drug","Prescription Drug",,"Humalog Mix 75-25 75/25","1970-01-01","2099-12-31",,"46233975","Maps to","Mapped from","1970-01-01","2099-12-31",
"Warfarin Sodium 10 MG Oral Tablet","2000010967","mimiciv_drug_ndc","Drug","Prescription Drug",,"warfarin 10 mg Tab","1970-01-01","2099-12-31",,"40163518","Maps to","Mapped from","1970-01-01","2099-12-31",
"Maprotiline Hydrochloride 25 MG Oral Tablet","2000010968","mimiciv_drug_ndc","Drug","Prescription Drug",,"Maprotiline HCl 25mg tabs","1970-01-01","2099-12-31",,"42800984","Maps to","Mapped from","1970-01-01","2099-12-31",
"darbepoetin alfa 0.3 MG/ML [Aranesp]","2000010969","mimiciv_drug_ndc","Drug","Prescription Drug",,"aranesp 300 mcg 300 mcg","1970-01-01","2099-12-31",,"19025192","Maps to","Mapped from","1970-01-01","2099-12-31",
"Castor Oil 788 MG/ML / Peruvian balsam 87 MG/ML / TRYPSIN 0.12 MG/ML Topical Spray [Granulex]","2000010970","mimiciv_drug_ndc","Drug","Prescription Drug",,"Granulex 0.12 mg-87 mg/g Topical Spray","1970-01-01","2099-12-31",,"45774939","Maps to","Mapped from","1970-01-01","2099-12-31",
"Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort]","2000010971","mimiciv_drug_ndc","Drug","Prescription Drug",,"Symbicort 160-4.5 mcg","1970-01-01","2099-12-31",,"42706348","Maps to","Mapped from","1970-01-01","2099-12-31",
"sevelamer carbonate 2400 MG Powder for Oral Suspension","2000010972","mimiciv_drug_ndc","Drug","Prescription Drug",,"sevelamer carbonate 2.4 gram Oral Powder Packet","1970-01-01","2099-12-31",,"40166055","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lurasidone Hydrochloride 40 MG [Latuda]","2000010973","mimiciv_drug_ndc","Drug","Prescription Drug",,"Latuda (Lurasidone) 40 mg","1970-01-01","2099-12-31",,"40231372","Maps to","Mapped from","1970-01-01","2099-12-31",
"Olmesartan medoxomil 40 MG [Benicar]","2000010974","mimiciv_drug_ndc","Drug","Prescription Drug",,"Benicar 40mg","1970-01-01","2099-12-31",,"19019201","Maps to","Mapped from","1970-01-01","2099-12-31",
"bimatoprost 0.1 MG/ML","2000010975","mimiciv_drug_ndc","Drug","Prescription Drug",,"bimatoprost 0.01 % Eye Drops","1970-01-01","2099-12-31",,"40226428","Maps to","Mapped from","1970-01-01","2099-12-31",
"Rabeprazole sodium 20 MG [Aciphex]","2000010976","mimiciv_drug_ndc","Drug","Prescription Drug",,"Aciphex 20 mg Tab","1970-01-01","2099-12-31",,"40163287","Maps to","Mapped from","1970-01-01","2099-12-31",
"Nitroglycerin 0.02 MG/MG Topical Ointment","2000010977","mimiciv_drug_ndc","Drug","Prescription Drug",,"Nitroglycerin Ointment  2% ","1970-01-01","2099-12-31",,"1361859","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lidocaine Topical Ointment [Xylocaine]","2000010978","mimiciv_drug_ndc","Drug","Prescription Drug",,"Xylocaine 5 % Ointment","1970-01-01","2099-12-31",,"40000240","Maps to","Mapped from","1970-01-01","2099-12-31",
"ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]","2000010979","mimiciv_drug_ndc","Drug","Prescription Drug",,"NuvaRing 0.12-0.015 mg","1970-01-01","2099-12-31",,"43012696","Maps to","Mapped from","1970-01-01","2099-12-31",
"sodium citrate","2000010980","mimiciv_drug_ndc","Drug","Prescription Drug",,"sodium citrate 3mL Syringe","1970-01-01","2099-12-31",,"977968","Maps to","Mapped from","1970-01-01","2099-12-31",
"leflunomide 10 MG","2000010981","mimiciv_drug_ndc","Drug","Prescription Drug",,"leflunomide 10mg","1970-01-01","2099-12-31",,"1101925","Maps to","Mapped from","1970-01-01","2099-12-31",
"Oxycodone Hydrochloride 20 MG/ML Oral Solution","2000010982","mimiciv_drug_ndc","Drug","Prescription Drug",,"oxyCODONE 20 mg/mL concentrated oral solution","1970-01-01","2099-12-31",,"40232735","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eszopiclone 3 MG Oral Tablet [Lunesta]","2000010983","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lunesta (eszopiclone) 3 mg tablets","1970-01-01","2099-12-31",,"19113344","Maps to","Mapped from","1970-01-01","2099-12-31",
"Bupivacaine","2000010984","mimiciv_drug_ndc","Drug","Prescription Drug",,"Bupivacaine 0.1% ","1970-01-01","2099-12-31",,"732893","Maps to","Mapped from","1970-01-01","2099-12-31",
"Cefadroxil 500 MG Oral Capsule","2000010985","mimiciv_drug_ndc","Drug","Prescription Drug",,"cefadroxil 500 mg Cap","1970-01-01","2099-12-31",,"19074847","Maps to","Mapped from","1970-01-01","2099-12-31",
"Mineral Oil 0.03 MG/MG / Petrolatum 0.94 MG/MG [Tears Naturale PM]","2000010986","mimiciv_drug_ndc","Drug","Prescription Drug",,"Tears Naturale PM 3 %-94 % Ointment","1970-01-01","2099-12-31",,"40236501","Maps to","Mapped from","1970-01-01","2099-12-31",
"Dutasteride Oral Capsule [Avodart]","2000010987","mimiciv_drug_ndc","Drug","Prescription Drug",,"Avodart mg","1970-01-01","2099-12-31",,"40033415","Maps to","Mapped from","1970-01-01","2099-12-31",
"Diazepam","2000010988","mimiciv_drug_ndc","Drug","Prescription Drug",,"Diazepam ","1970-01-01","2099-12-31",,"723013","Maps to","Mapped from","1970-01-01","2099-12-31",
"Nitroprusside","2000010989","mimiciv_drug_ndc","Drug","Prescription Drug",,"NITROPRUSSIDE ","1970-01-01","2099-12-31",,"19020994","Maps to","Mapped from","1970-01-01","2099-12-31",
"Mannitol 200 MG/ML","2000010990","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mannitol 20% ","1970-01-01","2099-12-31",,"994123","Maps to","Mapped from","1970-01-01","2099-12-31",
"Nafcillin 2000 MG","2000010991","mimiciv_drug_ndc","Drug","Prescription Drug",,"Nafcillin Sodium 2g","1970-01-01","2099-12-31",,"35605337","Maps to","Mapped from","1970-01-01","2099-12-31",
"risedronate sodium 5 MG [Actonel]","2000010992","mimiciv_drug_ndc","Drug","Prescription Drug",,"Risedronate (Actonel) 5mg tab","1970-01-01","2099-12-31",,"40174500","Maps to","Mapped from","1970-01-01","2099-12-31",
"Potassium Chloride 0.4 MEQ","2000010993","mimiciv_drug_ndc","Drug","Prescription Drug",,"Potassium Chloride 40meq/20ml","1970-01-01","2099-12-31",,"40175445","Maps to","Mapped from","1970-01-01","2099-12-31",
"Insulin, Aspart, Human Cartridge [NovoLog]","2000010994","mimiciv_drug_ndc","Drug","Prescription Drug",,"Novolog 100unit/mL-10mL Vial","1970-01-01","2099-12-31",,"46234042","Maps to","Mapped from","1970-01-01","2099-12-31",
"Clindamycin Topical Lotion","2000010995","mimiciv_drug_ndc","Drug","Prescription Drug",,"clindamycin lotion","1970-01-01","2099-12-31",,"40030890","Maps to","Mapped from","1970-01-01","2099-12-31",
"eptifibatide","2000010996","mimiciv_drug_ndc","Drug","Prescription Drug",,"Eptifibatide 75MG PREMIX BOTTLE","1970-01-01","2099-12-31",,"1322199","Maps to","Mapped from","1970-01-01","2099-12-31",
"Rosuvastatin calcium 10 MG [Crestor]","2000010997","mimiciv_drug_ndc","Drug","Prescription Drug",,"Crestor 10 mg","1970-01-01","2099-12-31",,"40165247","Maps to","Mapped from","1970-01-01","2099-12-31",
"Cortisone","2000010998","mimiciv_drug_ndc","Drug","Prescription Drug",,"Cortisone 25 mg Tab","1970-01-01","2099-12-31",,"1507705","Maps to","Mapped from","1970-01-01","2099-12-31",
"Medium chain triglycerides","2000010999","mimiciv_drug_ndc","Drug","Prescription Drug",,"Medium Chain Triglycerides 30 mL bottle","1970-01-01","2099-12-31",,"42899398","Maps to","Mapped from","1970-01-01","2099-12-31",
"Prednisone 5 MG/ML Oral Solution","2000011000","mimiciv_drug_ndc","Drug","Prescription Drug",,"Prednisone 5MG/ML ORAL SOLUTION","1970-01-01","2099-12-31",,"19028933","Maps to","Mapped from","1970-01-01","2099-12-31",
"mesalamine","2000011001","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mesalamine Desensitization 50 mg / 50 mL","1970-01-01","2099-12-31",,"968426","Maps to","Mapped from","1970-01-01","2099-12-31",
"lamotrigine 200 MG [Lamictal]","2000011002","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lamictal 200","1970-01-01","2099-12-31",,"19038963","Maps to","Mapped from","1970-01-01","2099-12-31",
"bimatoprost 0.3 MG/ML [Lumigan]","2000011003","mimiciv_drug_ndc","Drug","Prescription Drug",,"Bimatoprost  (LUMIGAN) 0.03%","1970-01-01","2099-12-31",,"19120813","Maps to","Mapped from","1970-01-01","2099-12-31",
"Adenosine","2000011004","mimiciv_drug_ndc","Drug","Prescription Drug",,"Adenosine (Diagnostic) 6MG/2ML","1970-01-01","2099-12-31",,"1309204","Maps to","Mapped from","1970-01-01","2099-12-31",
"ranolazine 500 MG","2000011005","mimiciv_drug_ndc","Drug","Prescription Drug",,"Ranolazine 500mg","1970-01-01","2099-12-31",,"19123444","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lactase 3000 UNT [Lactaid]","2000011006","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lactaid 3000 untis","1970-01-01","2099-12-31",,"19027640","Maps to","Mapped from","1970-01-01","2099-12-31",
"mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex]","2000011007","mimiciv_drug_ndc","Drug","Prescription Drug",,"Nasonex 50 mcg/Actuation Spray","1970-01-01","2099-12-31",,"36250102","Maps to","Mapped from","1970-01-01","2099-12-31",
"Cyanocobalamin Co57","2000011008","mimiciv_drug_ndc","Drug","Prescription Drug",,"Cyanocobalamin 100mcg tablet","1970-01-01","2099-12-31",,"19135931","Maps to","Mapped from","1970-01-01","2099-12-31",
"magnesium amino acid chelate 133 MG","2000011009","mimiciv_drug_ndc","Drug","Prescription Drug",,"magnesium oxide-Mg AA chelate 133mg","1970-01-01","2099-12-31",,"19122456","Maps to","Mapped from","1970-01-01","2099-12-31",
"12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa]","2000011010","mimiciv_drug_ndc","Drug","Prescription Drug",,"Ranolazine SR 500 mg 12 hr Tab","1970-01-01","2099-12-31",,"40163878","Maps to","Mapped from","1970-01-01","2099-12-31",
"Melatonin 3 MG","2000011011","mimiciv_drug_ndc","Drug","Prescription Drug",,"Melatonin 3","1970-01-01","2099-12-31",,"19083332","Maps to","Mapped from","1970-01-01","2099-12-31",
"Vancomycin 500 MG","2000011012","mimiciv_drug_ndc","Drug","Prescription Drug",,"Vancomycin HCl 500mg Vial","1970-01-01","2099-12-31",,"40221357","Maps to","Mapped from","1970-01-01","2099-12-31",
"dronedarone 400 MG Oral Tablet","2000011013","mimiciv_drug_ndc","Drug","Prescription Drug",,"Dronedarone 400 mg Tablet","1970-01-01","2099-12-31",,"40163617","Maps to","Mapped from","1970-01-01","2099-12-31",
"Carbidopa 25 MG Oral Tablet [Lodosyn]","2000011014","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lodosyn 25 mg Tab","1970-01-01","2099-12-31",,"19068367","Maps to","Mapped from","1970-01-01","2099-12-31",
"Estrogens, Esterified (USP) 0.625 MG Oral Tablet [Menest]","2000011015","mimiciv_drug_ndc","Drug","Prescription Drug",,"Esterified Estrogen (Menest) 0.625mg tablet","1970-01-01","2099-12-31",,"1551715","Maps to","Mapped from","1970-01-01","2099-12-31",
"Melatonin 1 MG","2000011016","mimiciv_drug_ndc","Drug","Prescription Drug",,"Melatonin 1mg/tab","1970-01-01","2099-12-31",,"1301233","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydromorphone","2000011017","mimiciv_drug_ndc","Drug","Prescription Drug",,"HYDROmorphone ","1970-01-01","2099-12-31",,"1126658","Maps to","Mapped from","1970-01-01","2099-12-31",
"Pramipexole dihydrochloride 1 MG Oral Tablet [Mirapex]","2000011018","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mirapex 1 mg Tab","1970-01-01","2099-12-31",,"40165178","Maps to","Mapped from","1970-01-01","2099-12-31",
"formoterol fumarate 0.012 MG [Foradil]","2000011019","mimiciv_drug_ndc","Drug","Prescription Drug",,"Foradil 12 mcg","1970-01-01","2099-12-31",,"36249311","Maps to","Mapped from","1970-01-01","2099-12-31",
"Dutasteride 0.5 MG Oral Capsule [Avodart]","2000011020","mimiciv_drug_ndc","Drug","Prescription Drug",,"Avodart (dutasteride) 0.5mg cap","1970-01-01","2099-12-31",,"989486","Maps to","Mapped from","1970-01-01","2099-12-31",
"paricalcitol 0.001 MG [Zemplar]","2000011021","mimiciv_drug_ndc","Drug","Prescription Drug",,"Zemplar 1 mcg","1970-01-01","2099-12-31",,"19123124","Maps to","Mapped from","1970-01-01","2099-12-31",
"ropinirole 6 MG [Requip]","2000011022","mimiciv_drug_ndc","Drug","Prescription Drug",,"Requip XL 6 mg","1970-01-01","2099-12-31",,"19023247","Maps to","Mapped from","1970-01-01","2099-12-31",
