gsn,drug_concept_id,drug_source_concept_id
000042,40037066,40037066
000070,19126587,19126587
000168,40033702,40033702
000234,40165222,40165222
000276,40174769,40174769
000344,40223154,40223154
000374,974169,974169
000457,19079084,19079084
000569,19019310,19019310
000575,19133622,19133622
000630,1307542,19011903
000643,1396638,1396638
000652,919986,46274159
000780,19058971,19058971
001060,1592332,1592331
001103,19069022,19069022
001105,19023184,19023184
001148,984801,984801
001417,702685,702685
001531,19108292,19108292
001545,1110410,1110410
001559,1124957,19132955
001571,19059528,19026841
001630,759401,759401
001722,1158632,46274178
001754,19019094,19135897
001796,19003108,19003108
001889,915841,915841
001916,19044747,19044747
001924,19088340,19088340
001933,19030673,19030673
002042,19008461,19008461
002163,19073620,19073620
002176,1518254,19055211
002213,942691,942691
002348,19057037,19057037
002416,19017671,19017671
002483,42900072,42900072
002514,43012271,43012271
002615,19039029,19039029
002620,19007681,19007681
002633,1301267,1301267
002672,1351779,19125194
002879,45775550,940004
002882,1797513,1797513
003030,40082463,40082463
003106,19108445,19108445
003231,19075118,19075118
003315,19127901,19127901
003321,19057163,19057163
003480,917011,917011
003526,800878,800878
003612,1331235,1331235
003633,751412,751412
003796,19007595,19007595
003860,19019856,19019856
003936,19022533,19132905
003955,19072083,19072083
003985,19046037,19046037
004031,19035226,19035226
004384,19073677,19073677
004419,19107289,19107289
004471,19108460,19108460
004501,1363749,1363749
004667,719174,719174
004681,778765,778765
004923,19126894,19126894
004936,711452,936519
004938,1500211,1500211
005011,1353011,1353011
005089,1746244,1746244
005164,40177103,40177103
005199,1134804,1134804
005294,19136481,19136481
005351,19055843,19055843
005531,19008106,19008106
005586,19068433,19055957
005654,794147,19056040
005888,19108499,19108499
006025,954036,19056218
006064,1153428,19056244
006093,923540,778777
006313,976780,976780
006341,19078014,19078014
006364,19018438,19018438
006366,43012250,43012250
006533,19034281,19056449
006589,19079139,19079139
006674,991710,19052430
006753,1551192,1551192
006805,19019893,19019893
006892,19134009,19134009
006941,1597235,1597235
006947,42903925,42903925
007055,43012215,43012215
007071,19056671,19056671
007138,19018640,19056702
007188,19012199,19012199
007216,1303339,1303339
007289,19092065,19092065
007370,1315027,1315027
007477,917389,917389
007494,19100393,19100393
007604,956268,956268
007703,19008355,19008355
007779,45776328,45776328
007785,19049709,19049709
007826,40224381,40224381
007901,19077435,19077435
007913,40161071,40161071
007949,42903729,42903729
008082,19098741,19066603
008098,1310353,1310353
008169,19019155,19019155
008205,1735772,1735772
008228,19020982,19020982
008286,42899326,42899326
008353,19077246,19077246
008908,35606370,35606370
009057,19075039,19075039
009073,19086823,19086823
009172,1586640,1586640
009335,1790698,1790698
009382,19037415,19037415
009383,1836504,1836504
009675,43013572,43013572
009884,19077518,19077518
010518,19112632,19112632
010526,42898912,42898912
010560,43532084,43532084
010717,1517998,1517998
010769,43013670,43013670
011160,1363387,1363387
011189,43012317,43012317
011615,19079435,19079435
011625,43011944,43011944
011627,42901933,42901933
011656,40163050,40163050
011679,19079088,19079088
011721,19020799,19020799
011825,19076621,19076621
012053,19123854,19123854
012668,40228152,40228152
012894,40242044,40242044
012980,19058410,46274176
014167,19057733,19057733
014216,40163868,40163868
014892,46274595,46274595
015224,43560354,46274819
015742,19028546,19028546
015858,951470,951470
015897,964740,964740
015940,1334459,1334459
016369,40173567,40173567
016425,19019308,19019308
016489,35602825,35602825
016519,40161593,40161593
016646,35604843,35604843
016805,19072387,19072387
016929,19074935,19074935
017077,40171317,40171317
017132,1592911,1592917
017297,1383869,1383869
017429,793561,793561
017435,793293,793293
017476,964204,1511177
017759,1355548,1355547
017801,40170759,40170759
017864,1387104,1355994
018647,739907,739907
018657,747237,747237
018661,1377023,792440
018671,740121,740121
018859,701982,701982
018864,746895,746925
018901,702536,702536
018917,1758687,1758687
019517,746340,746341
019788,19117912,1465638
019799,1304919,1464884
019848,1593457,1735311
019888,40161532,37353446
020002,1465481,1465481
020019,40222444,37353574
020038,1465823,1465824
020209,1394023,37353272
021253,40169216,40169216
021462,40230685,40230685
021695,19077498,19077498
022353,19076048,19076048
022596,1791016,1791016
023698,35603895,35603895
023720,1465173,1465173
024153,1344403,1344403
024515,1348267,1348267
025621,42708523,42708523
026807,36249275,36249275
027370,19080125,19080125
027904,19046742,19046742
029469,1702084,1702084
029956,19058439,19058439
030028,43013021,43013021
035581,19023365,19023365
038260,19058755,19058755
039952,1126909,1126909
041660,19077652,19077652
041730,40174156,40174156
042661,1547508,1547508
043654,19096745,19096745
044671,19076175,19076175
044915,1551838,1551838
044935,40163750,40163750
044999,42708299,42708299
045285,40083321,40083321
045886,19130194,19130194
046045,40162695,40162695
046239,40221856,40221856
046615,19071232,19071232
047207,19065565,19065565
047317,35603913,35603913
047637,45775702,45775702
048119,37498109,37498109
048422,1501431,1501431
048483,19121247,19121247
048524,19019814,19019814
048672,40223092,40223092
049799,19010345,19010345
050953,1524813,1524813
051194,40165969,40165969
051657,19102192,19102192
051660,19099655,19099655
052049,19102476,19102476
052762,1304769,1304769
053410,1121372,1121372
053425,969005,969005
053722,19130536,19130536
057727,1168152,1168152
057800,734396,734396
058377,19066059,19066059
058395,1156615,1156615
058438,19112853,19112853
058496,40232188,40232188
058808,1537625,1537625
059190,40171526,40171526
059279,1361692,1361692
059590,40173409,40173409
059716,40237929,40237929
059964,40242161,40242161
060242,42799475,42799475
060310,43011884,43011884
060686,40227127,40227127
060730,1709038,1709038
061173,19124372,19124372
061381,1165784,1165784
061387,19078827,19078827
061667,36250073,36250073
061745,44785152,44785152
061896,40169960,40169960
062062,19125442,19125442
062248,19125433,19125433
062610,19126796,19126796
062976,19066084,19066084
063292,997958,997958
063668,40165707,40165707
063883,19123490,19123490
064114,19104714,19104714
064662,40164907,40164907
064697,19077637,19077637
064896,40221879,40221879
065088,19080257,19080257
065215,40171349,40171349
065565,40167040,40167040
065785,40222223,40222223
065912,1594379,1594379
065963,40171722,40171722
066141,40222623,40222623
066153,36249638,36249638
066300,40227659,40227659
066587,44506722,44506722
066679,40227894,40227894
066817,40229047,40229047
066893,44818226,44818226
067611,46275516,46275516
067674,35606312,35606312
068082,35603541,35603541
068217,987250,987250
069225,40239422,40239422
069268,19012648,19012648
070038,42902631,42902631
070072,40232317,40232317
070080,42874192,42874192
070092,42902073,42902073
070353,19023233,19023233
071337,43560163,43560163
071347,43560431,43560431
071356,43560590,43560590
071603,1718767,1718767
071941,19124722,19124722
072125,1718082,1718082
072280,46275226,46275226
073311,45893027,45893027
073315,45892381,45892381
073425,45892567,45892567
073478,44814212,44814212
073624,1718771,1718771
074173,40176329,40176329
074393,36249152,36249152
074410,46275809,46275809
074689,46287439,46287439
075063,35605291,35605291
075147,35605535,35605535
075319,35604945,35604945
075641,35605684,35605684
075716,40220743,40220743
075908,40223120,40223120
075909,40170352,40170352
075974,42629560,42629560
076095,40220540,40220540
076360,40220783,40220783
076399,1592336,1592336
076512,792447,792447
076519,40221040,40221040
076621,1718908,1718908
076743,42629262,42629262
077192,1592317,1592317
077261,40234601,40234601
077568,964180,964180
077613,792827,792827
078531,1559912,1559912
078729,35603636,35603636
079104,19039680,19039680
079439,19127921,19127921
079585,37498837,37498837
079603,1511422,1511422
079704,37003635,37003635
079788,1396779,1396779
080407,37499751,37499751
080507,35200835,35200835
080864,1594437,1594437
080905,37002352,37002352
080962,1146731,1146731
081137,1146790,1146790
081237,1146523,1146523
081459,37003612,37003612
081679,44507661,44507661
081787,739444,739444
081836,40229989,40229989
082227,1536864,1536864
082384,701463,701463
082609,701830,701830
082689,701931,701931
083016,42707311,42707311
083388,780261,780261
083412,780063,780063
083475,779196,779196
083599,40229864,40229864
083692,1525538,1525538
083873,741663,741663
084082,1302193,1302193
084247,1302328,1302328
084812,1201581,1201581
085226,747807,747807
085373,747855,747855
085421,747899,747899
085564,42609120,42609120
085642,1201574,1201574
086222,1735776,1735776
086416,1735861,1735861
086531,1735432,1735432
086561,1466400,1466400
086820,1466436,1466436
086967,19021450,19021450
087167,35202027,35202027
087781,1466519,1466519
087927,42800242,42800242
088081,37355120,37355120
088267,37355155,37355155
088279,19124394,19124394
088500,37355235,37355235
088882,967016,967016
000194,42800321,42800321
000267,43011929,43011929
000303,1341271,1341271
000317,19019933,19019933
000511,19080095,19080095
000590,19054998,19054998
000607,1237049,19018256
000752,735850,735850
000843,19079204,19079204
000867,40239617,40239617
000931,19092377,19092377
000998,43012626,43012626
001043,1308738,1308738
001143,43532901,43532901
001194,905371,905371
001220,19079551,19079551
001321,1703069,1703069
001354,19069009,46274926
001377,19094153,19094153
001387,19021129,19021129
001442,1397059,1397059
001584,1130585,19006106
001602,42708599,42708599
001627,19005629,19005629
001635,798874,798874
001819,1125449,19055133
001906,19099679,19099679
001923,19056300,19056300
001948,702595,702595
001992,1560772,1560772
002078,977968,977968
002103,36852653,19125388
002162,1506270,19026798
002177,1518254,19112971
002523,19030059,19116504
002535,1167323,1167323
002685,19074524,19074524
002700,1740546,1740546
002730,1778162,19028414
002751,959421,959421
002815,967016,967016
002821,967434,967434
002877,905518,905518
003057,1037019,1037019
003220,19076473,19076473
003248,40226607,40226607
003254,1549106,1549106
003400,994341,19132939
003517,19054936,19055332
003546,1389464,19054763
003666,19077655,19077655
003751,19050466,19050466
003781,19029278,19029278
003815,19005110,19005110
004053,19119253,19119253
004134,19005147,19135887
004187,19016099,19113902
004272,1153670,1153670
004284,19055609,19055609
004322,19073553,19073553
004381,1112892,1112892
004460,1125321,1125321
004582,959174,959174
004762,40173882,40173882
004795,1130863,1130863
004846,1773402,1773402
004946,19027186,19027186
005449,19044719,19044719
005495,40018338,40018338
005564,19101426,19101426
005658,1717240,19000816
005704,1001378,1001378
005768,19057391,19057391
005803,903752,903752
005809,1391889,1391889
005817,19008694,19008694
005873,19056184,19056184
005879,19056185,19056185
006006,948078,948078
006090,923645,19056248
006358,35603143,35603143
006517,19079553,19079553
006518,1596977,1596977
006563,40163566,40163566
006751,1551170,1551170
006765,43526415,43526415
006774,1719022,1719022
006811,19076107,19076107
006908,913813,913813
007027,757627,46274186
007062,19007429,19007429
007166,1318011,1318011
007208,1518254,19054482
007339,1350310,1350310
007532,43014091,43014091
007556,19108522,19108522
007559,733523,733523
007763,1192218,1192218
007843,1314955,1314955
007874,42800640,42800640
007933,19011639,19011639
007970,19018602,19018602
008187,1316355,1316355
008315,1351541,19026871
008399,40173644,40173644
008549,19121877,19121877
008612,19079656,19079656
008649,958994,958994
008859,19127634,19127634
008902,19019481,19019481
008913,19004430,19004430
009060,46287340,46287340
009384,42898332,42898332
009394,1836449,1836449
009403,964369,964369
009415,1782573,1782573
009427,1750075,1750075
009657,779328,779328
009706,1396012,36029134
009840,42900491,42900491
009885,1756531,1756531
010259,42903857,42903857
010593,43014139,46274684
010715,19018013,19112953
010980,909795,909795
011119,45775261,45775261
011624,43011944,43011944
011668,19018876,19018876
011717,19058093,19058093
011864,993631,36028532
012045,19016769,19016769
012064,19035709,19035709
012079,19044523,19044523
012527,1758536,1758536
013066,19133386,19133386
013204,40166035,40166035
013277,44507780,46274839
013461,40222431,40222431
013530,40185204,40185204
013632,19037834,19037834
013936,42900417,42900417
014021,43013347,43013347
014055,19071094,19071094
014225,42800204,42800204
014573,43014035,46274605
014912,42898547,42898547
015088,42903730,42903730
015173,904453,46274725
015365,1718750,1718750
015888,1326013,1326013
015928,19079470,19079470
015944,46287363,46287363
016221,19027340,19027340
016351,19080190,19080190
016496,40161910,40161910
016504,40162170,40162170
016574,1113672,1113672
016824,40161922,40161922
016892,35604343,35604343
017098,1593331,1593438
017423,1387104,35201853
017584,40224805,40224805
017722,19017893,19017893
017842,42903808,42903808
017858,1145467,1145467
018005,1396423,1396423
018057,1332418,1361515
018137,42900335,42900335
018166,37497314,37497315
018237,1387104,37498184
018635,739794,739832
019044,779591,779591
019170,1525563,1525562
019728,1704839,1704839
019794,1734659,1734660
019923,40223223,40223223
020014,1465423,1465423
020262,40222444,37354492
021190,42901979,42901979
021206,1747426,1747426
021280,19058107,19058107
021739,19073303,19073303
022461,1353305,1353305
023779,19022430,19022430
024150,40231337,40231337
024475,40242706,40242706
024668,19115197,19115197
027643,35606001,35606001
028289,950220,950220
029070,40240021,40240021
031452,35603389,35603389
032170,40238890,40238890
033592,1140706,1140706
037220,1155450,1155450
037221,19023367,19023367
039564,40230161,40230161
039780,19023529,19023529
040802,1126827,1126827
041648,19123786,19123786
041654,993231,993231
043652,40010999,40010999
043733,19132782,19132782
043813,40173725,40173725
044389,19066906,19066906
044961,19080002,19080002
045146,19130377,19130377
045641,46287512,46287512
046263,733898,733898
046763,1718538,1718538
046997,1378385,1378385
047325,19074279,19074279
047895,19071340,19071340
048069,1361415,1361415
048363,1131372,1131372
048514,40243337,40243337
048519,19074612,19074612
048544,19073831,19073831
048581,1304647,1304647
048660,1330976,1330976
048843,1710312,1710312
048974,1337402,1337402
049009,42709251,42709251
050400,19107912,19107912
051559,35604734,35604734
051786,40165257,40165257
052835,19102493,19102493
053028,40162897,40162897
053102,19103558,19103558
053229,19035977,19035977
053634,19130540,19130540
054607,19112598,19112598
057691,1702612,1702612
057763,19075089,19075089
058057,940093,940093
058114,40165498,40165498
058776,19129199,19129199
058848,781152,781152
058947,40173606,40173606
059099,40223588,40223588
059106,19121180,19121180
059186,37499714,37499714
059335,45776280,45776280
059748,46275520,46275520
060265,46275427,46275427
060447,42629502,42629502
060781,19124246,19124246
061094,40176914,40176914
061427,42799308,42799308
061672,955641,955641
061805,926893,926893
061996,19008723,19008723
062016,19077607,19077607
062599,19126313,19126313
062794,40239591,40239591
062912,938118,938118
062967,36250157,36250157
063038,908708,908708
063289,19008572,19008572
063438,40224241,40224241
063656,19130929,19130929
063908,919010,919010
063953,997958,997958
064108,1308764,1308764
064306,43531876,43531876
064407,42629413,42629413
064681,1126872,1126872
064929,1341209,1341209
065434,40163930,40163930
065546,40166400,40166400
065822,19044275,19044275
065917,40171825,40171825
065968,40169362,40169362
066047,40171778,40171778
066226,40167934,40167934
066800,40229616,40229616
066958,40232339,40232339
067033,1718296,1718296
067096,46276057,46276057
067563,40241789,40241789
067642,43013026,43013026
067786,40166326,40166326
068620,19069595,19069595
068990,40229498,40229498
069035,42799060,42799060
069036,42707552,42707552
069253,46276140,46276140
069781,35606180,35606180
069876,44818287,44818287
069929,42900407,42900407
069951,42901692,42901692
070229,19072321,19072321
070403,43013857,43013857
070913,43526602,43526602
071108,19005929,19005929
071155,1201514,1201514
071529,44506618,44506618
071700,44507695,44507695
071821,45774762,45774762
071827,44785041,44785041
071885,1165632,1165632
072030,44507784,44507784
072226,789953,789953
072478,45775715,45775715
072503,45774828,45774828
072740,46276409,46276409
072787,45776205,45776205
072810,45777067,45777067
073116,42629276,42629276
073621,1718765,1718765
073786,36249932,36249932
074332,46234247,46234247
074444,46275309,46275309
074964,779878,779878
075200,35605888,35605888
075264,35606517,35606517
075447,35605620,35605620
075481,36026807,36026807
075602,35604918,35604918
075637,46221724,46221724
076108,987189,987189
076207,36249827,36249827
076233,906921,906921
076321,36249415,36249415
076464,36249432,36249432
076632,40220480,40220480
077047,1592902,1592902
077118,1786748,1786748
077378,43525709,43525709
077647,1592993,1592993
077693,793386,793386
078047,42544070,42544070
078055,46276116,46276116
078110,964032,964032
078145,964218,964218
078266,19123103,19123103
078289,1592336,1592336
078324,43531880,43531880
078520,1758796,1758796
078613,42800806,42800806
078637,35201987,35201987
078640,35201995,35201995
078680,1560044,1560044
078710,993653,993653
079232,35603044,35603044
079382,789830,789830
079428,19128174,19128174
079441,19127979,19127979
079492,1366435,1366435
079648,1361653,1361653
079774,1396767,1396767
079976,1396696,1396696
080592,37496508,37496508
080978,1145642,1145642
081231,1146754,1146754
081454,37003608,37003608
081610,37499475,37499475
081705,37003395,37003395
081948,44814291,44814291
082134,36031137,36031137
082803,702345,702345
082822,702181,702181
083153,1758750,1758750
083214,1525411,1525411
083254,1396751,1396751
083274,779414,779414
083391,780259,780259
083758,36249419,36249419
084356,1301696,1301696
084432,1302355,1302355
085016,746510,746510
085079,746239,746239
085099,19122841,19122841
085280,1510741,1510741
086010,1735707,1735707
086050,1396256,1396256
086402,1735110,1735110
086957,1465080,1465080
087141,1465349,1465349
087258,1465401,1465401
087386,1466334,1466334
087721,42609695,42609695
087894,37353851,37353851
000009,19076480,19076480
000126,1105902,1105902
000301,1341269,1341269
000309,992613,992613
000347,40168664,40168664
000411,40163115,40163115
000484,19076930,19076930
000509,1383930,1383930
000570,19133585,19133585
000687,1383815,1383815
000719,943191,943191
000729,912362,912362
000762,1165632,1165632
000870,1596977,1596977
001020,19056802,19056802
001113,911486,19066168
001149,922191,922191
001225,19020759,19020759
001255,1525741,1525741
001313,43012580,43012580
001336,992308,19135907
001414,19135827,19135827
001723,1101703,1101703
001805,954036,954036
001875,19092403,19092403
002166,19011947,19011947
002240,961145,961145
002313,978555,978555
002431,1353347,1353347
002474,42903960,42903960
002488,951112,951112
002512,43012220,43012220
002588,43014262,43014262
002658,19009165,19009165
003028,19108350,19108350
003085,40176383,40176383
003100,19055259,19055259
003281,42628979,42628979
003346,35602798,35602798
003524,1139042,1139042
003584,947705,947705
003588,19019586,19019586
003597,1335471,1335471
003630,766146,766146
003720,19136040,19136040
003975,1000772,1000772
004143,1366773,46274269
004145,19054825,19054825
004234,40166326,40166326
004237,40166330,40166330
004350,19026526,19106059
004415,797399,797399
004702,950792,950792
004703,910232,910232
004704,965777,965777
004721,1337860,1337860
004751,1351541,1351541
004789,738818,738818
004814,19009961,19009961
004831,19019816,19019816
004969,19025698,19025698
005007,1310756,19055723
005068,19026343,19002891
005074,1140258,1140258
005097,740246,740246
005167,1305496,1305496
005359,836208,19068826
005364,19100775,19100775
005541,19103483,19103502
005616,42709236,42709236
005642,957400,957400
005721,19052987,19052987
005850,1036529,1036529
005922,42900012,42900012
006096,19095802,19095802
006234,19000817,19000817
006236,42900351,42900351
006248,1136487,1136487
006346,35603143,35603143
006625,1501454,1501454
006629,1501352,1501352
006682,1507738,1507738
006880,903459,903459
006992,1750294,1750294
007161,19056705,19056705
007204,40054227,40054227
007247,19035577,19056734
007355,19077633,19077633
007499,19044522,46274337
007585,19018879,19018879
007656,37002802,37002802
007680,911735,911735
007752,1789428,1789428
007754,925209,925209
007847,19076778,19076778
007849,42903546,42903546
007900,19076141,19076141
008020,42707298,42707298
008079,19030125,19030125
008236,1151423,1151423
008246,1314928,1314928
008268,19110712,19110712
008298,19011125,19011125
008347,19019071,19019071
008380,1185928,1185928
008547,19028167,19028167
008593,43012577,43012577
008595,1548111,1548111
008785,19075392,19075392
008870,1728942,1728942
008939,35605343,35605343
009026,19075036,19075036
009130,19074974,19074974
009157,46287335,46287335
009260,19122215,19122215
009632,1710616,1710616
009643,40239116,40239116
009811,19081661,19081661
009903,1510813,19082770
010301,42900281,42900281
010385,43013168,46274559
010606,40181642,40181642
011045,1174888,19122165
011195,1337107,1337107
011200,987366,987366
011271,43012718,43012718
011631,42901939,42901939
011661,19075373,19075373
011760,1337651,1337651
012477,921956,921956
013260,42874050,42874050
013311,19049936,19049936
013669,40163076,40163076
014733,46275672,46275672
014951,43532088,43532088
015152,19057739,19057739
015235,911101,911101
015438,19011035,19116799
015536,46287414,46287414
015577,37496748,37496748
015932,19035413,19035413
016180,40175841,40175841
016533,37002715,37002715
016564,35605546,35605547
016921,43013516,43013516
017000,976547,976547
017109,19027945,19027945
017121,1592541,1592544
017275,35603305,35603305
017757,35200800,35200818
017884,19064067,19064067
018063,19004969,1525652
018285,37499031,37499073
018437,1146410,1146411
018534,44818460,46274846
018764,1378385,1378385
018773,1331241,1331241
018885,779271,779270
018922,1758687,1758704
019499,746225,746225
019570,42609137,42609138
019739,1734480,1734480
020041,795672,795672
020176,40175026,40175026
020180,1361052,1361052
020253,1358436,46275053
020988,40163398,40163398
021182,19035945,19035945
021723,40171679,40171679
021995,1703606,1703606
022670,19057126,19057126
023551,40173195,40173195
023636,42708647,42708647
023895,42707508,42707508
023987,961083,961083
024470,19022976,19022976
024505,40231810,40231810
024538,19133566,19133566
024931,1126825,1126825
025554,19073027,19073027
025856,35603514,35603514
026482,40243886,40243886
027465,19096455,19096455
027470,46287349,46287349
027885,1112896,1112896
029798,43012034,43012034
029821,19022830,19022830
031777,719416,719416
036857,19064070,19064070
037036,19023302,19023302
039104,19077481,19077481
039488,19023525,19023525
040172,992718,992718
040262,43526851,43526851
040357,19029029,19029029
040902,19028938,19028938
041285,19029024,19029024
042596,19066636,19066636
042604,42708034,42708034
042682,19073185,19073185
044044,790232,790232
044488,19021316,19021316
044492,1398694,1398694
044528,46275229,46275229
044537,1388798,1388798
045217,1360340,1360340
046222,35604569,35604569
046288,19132301,19132301
046707,1594432,1594432
047173,40228155,40228155
047346,950667,950667
047454,19070748,19070748
047535,42708256,42708256
048372,1165157,1165157
048481,40240746,40240746
048485,1361110,1361110
048548,46275347,46275347
048685,40161494,40161494
048698,1154536,1154536
050210,40239539,40239539
051468,19103323,19103323
051556,35606538,35606538
051698,715964,715964
051805,19133602,19133602
052032,42708281,42708281
052124,19102218,19102218
052228,40235565,40235565
052246,35604843,35604843
052882,722453,722453
052936,19102187,19102187
052958,42800343,42800343
052996,790252,790252
053134,40220527,40220527
053309,1131523,1131523
053339,1465997,1465997
053538,40163983,40163983
053995,800933,800933
054609,1389858,1389858
054719,19112613,19112613
058208,1396674,1396674
058961,19112950,19112950
059137,19011735,19011735
059690,42799831,42799831
059863,35605343,35605343
060166,1501608,1501608
060184,903711,903711
060299,46275400,46275400
060317,46275497,46275497
060493,742158,742158
060513,42707501,42707501
061294,45892525,45892525
061480,907422,907422
061935,1396256,1396256
062037,40239413,40239413
062483,1360974,1360974
062504,40236672,40236672
063064,1157124,1157124
063108,19023556,19023556
063505,1501500,1501500
063507,1501311,1501311
063611,40221506,40221506
063751,19099839,19099839
063921,40223974,40223974
063959,19129679,19129679
064410,1378536,1378536
064460,42873680,42873680
064535,1719037,1719037
064704,42801233,42801233
064724,19008459,19008459
065153,1201516,1201516
065381,42708540,42708540
065494,40166051,40166051
065627,40167696,40167696
066128,40174970,40174970
066347,40227815,40227815
066397,1353607,1353607
066453,40223727,40223727
066653,40227928,40227928
066824,40231836,40231836
066927,40242570,40242570
066960,40232336,40232336
067167,40237037,40237037
067471,40239987,40239987
067789,40234250,40234250
067967,40244181,40244181
068041,40244380,40244380
068538,1466495,1466495
068770,42708933,42708933
069415,45774621,45774621
069526,19129147,19129147
069934,40221360,40221360
070329,42800020,42800020
070461,43012750,43012750
071057,42873430,42873430
071117,792617,792617
071209,19072176,19072176
071352,42708902,42708902
071434,43560722,43560722
071442,44506717,44506717
071756,42902459,42902459
071776,19023268,19023268
072166,44816163,44816163
072212,46287529,46287529
072235,1537594,1537594
072348,43532536,43532536
072541,40243886,40243886
072587,45774719,45774719
072713,45776642,45776642
072723,45776300,45776300
072837,1593222,1593222
073186,46221271,46221271
073524,46221486,46221486
073698,46221755,46221755
075197,35605888,35605888
075312,35604949,35604949
076029,42629442,42629442
076098,40220529,40220529
076112,40220585,40220585
076227,36249786,36249786
076254,36250182,36250182
076329,35604166,35604166
076661,1718094,1718094
076733,40170450,40170450
077263,1593491,1593491
077293,40164990,40164990
077736,792550,792550
077737,19009862,19009862
077783,1361682,1361682
078435,1510669,1510669
078706,1559788,1559788
078958,40237886,40237886
079223,35202040,35202040
079481,1366585,1366585
079594,40176686,40176686
079767,1396763,1396763
079770,1396759,1396759
079919,37003052,37003052
080066,1361539,1361539
080122,1361619,1361619
080713,37499836,37499836
081060,1145758,1145758
081477,1537614,1537614
081526,37353701,37353701
081825,1759263,1759263
081974,740225,740225
082337,701891,701891
082598,702596,702596
082731,702616,702616
083134,1396454,1396454
083170,780235,780235
083225,780248,780248
083992,19126652,19126652
084517,747715,747715
084549,747739,747739
084695,1201518,1201518
084813,1201583,1201583
084963,747664,747664
085410,1735508,1735508
085429,747876,747876
085586,42609750,42609750
085920,1201546,1201546
086017,1735695,1735695
086396,747777,747777
087418,1465726,1465726
087485,37355083,37355083
087498,1466496,1466496
087580,35603762,35603762
087646,1146119,1146119
087976,37353820,37353820
088232,40169960,40169960
088485,37355230,37355230
088502,37355237,37355237
000114,35603810,35603810
000224,40161422,40161422
000282,40174776,40174776
000341,40168699,40168699
000464,1361859,1361859
000503,19022526,19022526
000685,19045644,19045644
000707,19095285,19095285
000753,19078126,19078126
000846,19049909,19049909
000856,1394027,1394027
000908,1502855,1502855
000961,19136013,19136013
001062,19137312,19055040
001117,19035704,19035704
001132,1036228,1036228
001224,19006659,19069228
001339,19050484,19050484
001533,751246,751246
001590,1195334,19042282
001656,1140640,19070898
001720,1158632,1158632
002161,1506270,19018281
002175,1518254,19054410
002192,956266,956266
002287,929435,46274160
002402,19018470,19018470
002456,19047142,19047142
002558,1036525,1036525
002644,911512,911512
002655,19008264,19010966
002712,19086759,19136049
002735,1776684,19055219
002741,985408,985408
002782,19136044,19136044
002791,1707687,19125200
002839,19000819,19000819
002859,19074273,19074273
003243,19077130,19077130
003453,1370109,19125719
003732,19055344,19110842
003791,19021009,19021009
003810,19005129,19047108
003866,40180076,40180076
003981,19044394,19044394
004098,19042550,19055540
004198,1315286,1315286
004227,19078782,19078782
004320,19020056,19020056
004410,1124300,19132917
004416,907553,907553
004421,1189596,19006101
004607,738156,738156
004635,1133732,1133732
004646,837029,837029
004661,749933,749933
004892,19017390,46274959
004932,19076869,19076869
004967,40185400,40185400
004974,1748975,1748975
004978,990009,19026711
005181,1749083,1749083
005266,1784444,1784444
005306,19072152,19072152
005319,19051590,19055820
005346,19041746,19041746
005473,1314924,46274163
005676,43532261,43532261
005764,965690,965690
005835,19057393,19057393
006194,19123502,19056286
006196,915542,915542
006279,1308842,1308842
006301,939979,939979
006343,40161356,40161356
006645,40240995,40240995
006730,19056541,19056542
006787,1518259,1518259
006789,1518292,1518292
006896,19025945,19025945
006915,43560728,43560728
007019,19015812,19015812
007020,19015812,19056618
007121,19010873,19056678
007260,19027765,19027765
007305,19048699,1593162
007332,19003916,19003916
007722,19011712,19011712
007764,1192218,19056873
007787,1189754,1189754
007812,40224922,40224922
007850,19076921,19076921
008014,19080612,19080612
008053,43014230,43014230
008060,42707560,42707560
008263,19080226,19080226
008373,40162346,40162346
008825,19057519,19057519
008860,19127600,19127600
008863,19127606,19127606
008891,1746121,1746121
008918,904453,904453
008993,1759848,1759848
009338,1398579,1398579
009355,1543112,1543112
009417,1782575,1782575
009462,40182277,40182277
009546,19092131,19092131
010237,43532153,46274698
010289,42898579,42898579
010558,42898894,46274367
010882,43532263,46274808
010981,1378790,1378790
011041,1378796,1378796
011524,43560240,43560240
011622,19080982,19080982
011914,42900486,42900486
011987,709567,19125387
012082,42904096,42904096
012095,46233903,46233903
012535,35605594,19022131
012772,43012349,43012349
012930,43012320,43012320
012933,19000812,19000812
013109,19056978,19056978
013611,40241186,40241186
013654,19057702,19057702
013726,797399,46274220
013740,37003171,37003171
013975,42900434,42900434
014001,42903868,42903868
014165,19010957,19010957
014955,19006991,19006991
015281,42903474,42903474
015314,969511,969511
015364,19049338,19049338
015497,44818461,44818461
015566,781063,781063
015861,19075378,19075378
015889,1326014,1326014
016027,44507597,44507597
016037,19076076,19076076
016073,40170834,40170834
016250,19057849,19057849
016500,42628951,42628951
016563,35606631,35606631
016768,19028606,19028606
016794,19125288,19125288
017152,1593467,1593467
017195,1594187,1594187
018544,1734108,1734108
018680,36026813,36026813
018732,1537122,1537122
018898,702393,702394
019103,40220527,40220527
019176,779662,779662
019232,741995,741996
019257,1301397,1301396
019476,702468,745844
019599,747260,747261
019606,45775636,46274971
019678,40222444,37353253
019759,1734429,1734430
019922,19133374,19133374
021694,19077497,19077497
022502,19075086,19075086
022653,965328,965328
023545,1354699,1354699
